	2P	2P%	2PA	3P	3P%	3PA	3PAr	AST	AST%	Age	BLK	BLK%	BPM	DBPM	DRB	DRB%	DWS	FG	FG%	FGA	FT	FT%	FTA	FTr	G	MP	OBPM	ORB	ORB%	OWS	PER	PF	PTS	STL	STL%	TOV	TOV%	TRB	TRB%	TS%	USG%	Unnamed: 0	Unnamed: 0.1	VORP	WS	WS/48	Year	eFG%	height	weight	cluster_ID
11767	1.062766156	0.27532532208	1.04786851933	0.648859744786	0.840992110076	0.449000032555	-0.0121987684039	1.52127894847	1.63311488965	0.808766729175	-0.810119565726	-0.821368580685	0.782986164382	-0.113259243147	-0.812281624063	-0.838033870299	0.109579545693	1.61440165165	0.351939751721	1.4419359031	1.42847984252	0.404846131383	1.35502999077	0.424247953976	0.578984387321	1.25138584637	1.00760442057	-0.619588716755	-0.651274941467	1.0930986153	-0.442007298617	-0.244828645228	1.78466924272	0.448859322381	0.355816620549	1.63122599071	0.241165714443	-0.784202734144	-0.811709221509	0.842870827306	1.62115113879	1.38682262899	1.37654228098	1.16719978999	0.939755692768	0.951456753986	1.49119635547	0.548904290116	-1.14285440121	-1.08694273545	5
11906	1.30840187826	0.400747536294	1.24985733798	1.36233676634	0.938144383402	1.02983100992	0.221117927992	0.291755684312	0.457283056795	-0.401785235598	-0.296470559667	-0.283587228861	0.493782197796	-0.448699915513	-0.920751918869	-0.957882006139	-1.0926982217	2.33738632758	0.43637703375	2.10642553963	0.753023735352	1.53576081376	0.322213228533	-0.531533469237	1.15405389105	1.75642584098	0.913763751645	-0.717492842466	-0.72880632957	1.28471738069	-0.625311747674	-0.544934136075	2.25189032954	-0.455803159663	-0.488863767957	0.336237729571	-0.836241461619	-0.895343563789	-0.921200509362	1.05540929841	1.70249127058	1.560724521	1.52918904514	0.534624406739	0.645568457611	0.65580528687	1.49119635547	0.894510695004	-1.14285440121	-1.08694273545	5
11793	0.837269555069	0.311160240427	0.803076622561	1.60617033035	0.763270291416	1.42474025912	0.527346092011	0.14110263735	0.254184831119	-0.159674842643	-0.559266581433	-0.485255235795	0.760826517905	0.00237049978735	0.597274451142	0.531659110736	0.315863797239	1.95167499814	0.115515362042	1.95016574025	1.52888119154	1.40598371906	1.04990361524	0.00107755285843	0.743289959815	1.5960718961	0.901055342572	-0.714272002045	-0.702962533536	0.525022940267	-0.544374397233	-0.394128853419	2.27863695554	1.08275313519	1.03156093135	1.36156394152	-0.143622562722	0.0813865270254	0.0642210813147	1.07666314552	1.98718173184	1.41911869464	1.40982072245	1.18299285807	0.57661446675	0.581892420091	1.49119635547	0.670883021253	0.596017467576	-0.0354546585516	5
9550	1.13003327718	0.508252291333	1.02786886001	-0.0192005968628	0.355230743449	0.0675054513825	-0.226072406767	0.715464802681	1.00244145203	-0.401785235598	-0.740069416661	-0.754145911707	1.01615604271	-0.116403577958	-0.823992133567	-0.666822247669	-0.299109645631	1.27632504266	0.31816483891	1.12277868969	1.97784632003	0.312148206599	1.96786888501	1.07359563845	-0.0782379026534	1.19144044642	1.28651174787	-0.462510443277	-0.392836981121	1.988617042	-0.279240134544	-1.0988978117	1.5666017804	-0.502068603503	-0.319927690256	-0.0931255446219	-0.938851668862	-0.725230359768	-0.592726645803	0.694093897534	1.539811007	-1.40802920695	-1.40293102661	1.68448849326	1.57082563633	1.56123790491	-1.55563858489	0.162638308183	-0.273418466818	-0.197222054997	5
11665	1.73672489081	0.346995158774	1.72167857982	0.232226242734	0.135018923911	0.543363407884	-0.114274823077	3.8237086034	3.83512723119	0.0824355503112	-0.705328052208	-0.686923242729	1.77454315251	0.659861036788	0.857615711134	0.565901435262	0.96751938565	2.12405458071	-0.00269683279814	2.21715109382	2.70556924843	0.60878156591	2.53548954243	0.876602520687	1.15405389105	1.68748863103	1.6478143615	0.196973177262	0.227414123709	2.76152366515	-0.02684443808	-0.528298897799	2.47631068831	2.44826944399	2.21411347526	3.63157170404	0.933784613339	0.63442320423	0.524084490297	0.396540037991	2.53622762141	1.26012267909	1.25934429143	3.88326700812	2.74900887692	2.76232199007	1.05593422113	-0.223627673751	-1.14285440121	-0.763407942557	5
11692	1.23248057929	-0.315950830639	1.5060462543	1.10627364913	0.543058471878	1.15391263046	0.211396398975	-0.0241247489743	0.0831547463398	1.29298751508	-0.382217211637	-0.350809897839	0.246333411103	-0.502129125352	0.326771395902	0.189235865477	-0.897652796659	2.09186015349	-0.357333417318	2.47014713663	1.39093981799	0.803447207958	1.1513079168	-0.101067026722	0.661137173568	1.36977801128	0.640593065483	-0.630648043692	-0.677118737501	0.289066041844	-0.638538262624	-0.345531294285	2.22289910978	-0.638633839108	-0.657799845658	0.271598882663	-1.06711442792	-0.0570169591609	-0.154761494391	-0.00728305710361	2.02785179773	1.29366090112	1.29262273291	-0.10917053423	-0.122423778116	-0.120279814309	1.49119635547	-0.243957462274	0.269978992178	0.692498625453	5
9340	2.06743187235	0.0603158120007	2.22740763832	0.162871893541	0.348753925227	0.283461037984	-0.32814846144	0.762173060658	1.07726711412	1.05087712213	-0.716833525462	-0.754145911707	0.850109583037	0.0533324080714	-0.38530896716	-0.444247138251	0.873322789465	2.45800452475	0.0310780800132	2.54035341833	2.32591376654	0.599511773431	2.1594806618	0.497208367961	0.578984387321	1.81487260593	0.955294565884	-0.540437408427	-0.547899757328	0.959266945077	-0.500749724448	-0.762200862445	2.5800873208	0.766397050689	0.862624853653	1.42007610795	-0.451453184454	-0.476355579265	-0.50513361552	0.205255413999	2.67857285204	-1.67757713957	-1.68073366849	1.50927600787	1.17527843654	1.19167357102	-1.55563858489	-0.243957462274	-0.273418466818	-0.27810575322	5
11745	0.190027267594	0.239490403734	0.148113194744	1.68638971646	0.860422564741	1.40075174034	0.755802023899	1.81768497629	2.22103080608	0.566656336221	-0.651667882079	-0.552477904773	1.34257615735	-0.127114242782	-0.738826160751	-0.683943409932	0.181743318034	1.2636181492	0.098627905636	1.24960430692	1.873253141	1.0444618124	1.51037039257	0.643129195933	0.250373242334	1.00111380157	1.68133931446	-0.949528521855	-0.961400493881	2.38255436923	-0.00925354862393	-1.14203255708	1.90835664835	0.790715685111	0.862624853653	0.679490855193	-0.34884297721	-0.876680807042	-0.87740399422	1.4592323935	1.45847087522	1.35949518881	1.3541155052	2.32522442749	2.1037171244	2.09710618906	1.49119635547	0.914840483527	-1.68625186021	-1.65312862301	5
11691	1.97795445312	1.42204270917	1.4825992906	-0.51650843068	-0.0204247134099	-0.342036075386	-0.566325922344	1.17968466219	1.37656976249	-1.12811641446	1.71143329914	2.06920618537	1.39758157909	0.898665616524	1.26659270536	1.33635373709	1.24221401341	1.93421012397	1.12876274638	1.2758711628	2.61126585618	0.219450281814	2.6802472776	1.52595020516	1.15405389105	1.82985895592	1.03470118742	0.114641342653	0.17572653164	1.86688849716	-0.203649286081	-0.0533021212092	2.13860787739	1.30237538947	1.20049700906	1.42335909867	0.0359452999549	0.862346357958	0.940151384138	1.35296315795	1.86517153416	1.29241874475	1.29189928853	3.00755960576	2.0997473486	2.11558440575	1.49119635547	0.833521329436	1.13941492657	0.0454290396711	5
11746	1.8937826571	-0.0113540246926	2.07851141852	0.862442524673	0.5495352901	0.888409860171	-0.0267810619286	0.866334653061	1.2910547201	-0.159674842643	0.880232142727	1.12808881968	1.39997673813	0.781460229521	2.52147563892	2.46635044645	1.15551358277	2.69436781216	-0.0364717456095	2.85844055954	3.78916188188	0.237989866771	3.89591216109	1.39462145999	0.496831601074	1.26037765637	1.10008018549	0.470180554068	0.485852084055	0.58126827397	0.0530317272812	0.856278950897	3.38546671465	0.827823540523	0.693688775952	2.83269414316	0.0872504035768	1.81914928632	1.79418342939	0.566570814873	3.53264423581	1.36073734518	1.3577327271	2.60106523186	0.969137905361	0.988413187375	1.49119635547	-0.0609893655685	1.13941492657	1.82487040057	5
