	Unnamed: 0	Unnamed: 0.1	Year	Player	Pos	Age	Tm	G	MP	PER	TS%	3PAr	FTr	ORB%	DRB%	TRB%	AST%	STL%	BLK%	TOV%	USG%	OWS	DWS	WS	WS/48	OBPM	DBPM	BPM	VORP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS	height	weight	cluster_ID
11316	14657	23491	2015	Marvin Williams	PF	28	CHO	78	2035.0	0.208746928747	0.541	0.535	0.176	3.1	18.2	10.4	7.8	1.8	1.4	10.1	13.3	0.0265356265356	0.0513022113022	0.0760687960688	0.102	-0.0141523341523	0.0318427518428	0.0176904176904	0.0265356265356	3.71498771499	8.75675675676	0.424	1.68058968059	4.68796068796	0.358	2.0343980344	4.0687960688	0.5	0.52	1.09680589681	1.53906633907	0.713	1.02604422604	5.80245700246	6.8285012285	1.76904176904	1.22063882064	0.636855036855	1.06142506143	2.5828009828	10.2073710074	185.0	89.0	1
11314	14655	23486	2015	Derrick Williams	PF	23	SAC	74	1462.0	0.315184678523	0.54	0.322	0.404	3.3	12.1	7.8	5.6	1.2	0.2	8.9	18.9	0.0418604651163	0.00984952120383	0.0517099863201	0.069	-0.0123119015048	-0.0664842681259	-0.0787961696306	-0.0123119015048	5.34336525308	11.9425444596	0.447	1.20656634747	3.84131326949	0.314	4.13679890561	8.10123119015	0.511	0.498	3.29958960328	4.82626538988	0.684	1.00957592339	3.96443228454	4.97400820793	1.23119015048	0.837209302326	0.0984952120383	1.37893296854	1.64979480164	15.1928864569	190.0	90.0	1
11663	15005	24061	2016	T.J. Warren	SF	22	PHO	47	1070.0	0.528224299065	0.549	0.159	0.145	5.7	9.3	7.5	7.2	1.7	1.2	6.4	19.9	0.0571962616822	0.0201869158879	0.0740186915888	0.101	0.00672897196262	-0.043738317757	-0.0403738317757	0.00672897196262	7.43551401869	14.8373831776	0.501	0.942056074766	2.35514018692	0.4	6.49345794393	12.4822429907	0.52	0.533	1.51401869159	2.15327102804	0.703	1.91775700935	3.02803738318	4.94579439252	1.48037383178	1.24485981308	0.538317757009	1.07663551402	3.16261682243	17.3271028037	208.0	108.0	1
11307	14648	23475	2015	C.J. Watson	PG	30	IND	57	1422.0	0.389873417722	0.581	0.42	0.4	1.4	11.2	6.3	23.3	2.1	0.5	16.9	18.8	0.0556962025316	0.0455696202532	0.101265822785	0.135	0.0354430379747	0.00253164556962	0.0379746835443	0.0329113924051	4.58227848101	10.5569620253	0.434	1.77215189873	4.43037974684	0.4	2.81012658228	6.12658227848	0.459	0.518	3.49367088608	4.22784810127	0.826	0.455696202532	3.67088607595	4.12658227848	5.26582278481	1.44303797468	0.227848101266	2.53164556962	2.70886075949	14.4303797468	211.0	117.0	1
11283	14623	23434	2015	Garrett Temple	SG	28	WAS	52	735.0	0.53387755102	0.534	0.518	0.282	3.8	9.9	6.9	11.0	2.9	1.0	15.1	13.9	0.0195918367347	0.0538775510204	0.0734693877551	0.1	-0.029387755102	0.0685714285714	0.0391836734694	0.0244897959184	3.3306122449	8.32653061224	0.4	1.61632653061	4.31020408163	0.375	1.71428571429	4.01632653061	0.427	0.497	1.71428571429	2.35102040816	0.729	1.17551020408	3.23265306122	4.40816326531	2.74285714286	2.05714285714	0.440816326531	1.66530612245	3.72244897959	9.99183673469	198.0	88.0	1
11300	14641	23463	2015	Charlie Villanueva	PF	30	DAL	64	678.0	0.92389380531	0.534	0.61	0.097	4.8	19.3	12.1	4.7	1.1	2.6	6.9	26.7	0.0318584070796	0.0371681415929	0.0743362831858	0.096	0.0637168141593	-0.164601769912	-0.0955752212389	0.0	7.96460176991	19.2212389381	0.414	4.40707964602	11.7345132743	0.376	3.55752212389	7.48672566372	0.475	0.529	1.06194690265	1.85840707965	0.571	1.59292035398	6.3185840708	7.91150442478	1.00884955752	0.796460176991	1.16814159292	1.48672566372	3.3982300885	21.3982300885	211.0	105.0	1
11295	14636	23456	2015	Hedo Turkoglu	SF	35	LAC	62	705.0	0.536170212766	0.602	0.739	0.059	0.8	14.7	7.9	7.5	1.4	0.8	13.1	14.2	0.0306382978723	0.0306382978723	0.0612765957447	0.081	-0.00510638297872	-0.0408510638298	-0.0459574468085	0.0102127659574	4.23829787234	9.6	0.441	3.06382978723	7.09787234043	0.432	1.17446808511	2.50212765957	0.469	0.601	0.306382978723	0.56170212766	0.545	0.255319148936	4.8	5.05531914894	1.88936170213	0.970212765957	0.357446808511	1.48085106383	3.37021276596	11.8468085106	208.0	99.0	1
11294	14635	23454	2015	P.J. Tucker	SF	29	PHO	78	2383.0	0.188837599664	0.541	0.423	0.24	5.2	18.0	11.5	7.4	2.2	0.7	12.7	13.9	0.0332354175409	0.0407889215275	0.0740243390684	0.098	-0.00302140159463	0.0211498111624	0.0181284095678	0.028703315149	3.94292908099	9.00377675199	0.438	1.31430969366	3.80696600923	0.345	2.62861938733	5.19681074276	0.506	0.511	1.57112882921	2.16030214016	0.727	1.72219890894	5.86151909358	7.58371800252	1.84305497272	1.61644985313	0.347461183382	1.45027276542	2.70415442719	10.7712966849	206.0	97.0	1
11293	14634	23453	2015	Anthony Tolliver	PF	29	DET	52	1160.0	0.366206896552	0.58	0.715	0.197	4.1	14.3	9.0	6.5	0.9	1.0	10.3	14.8	0.0558620689655	0.0248275862069	0.0775862068966	0.104	0.0310344827586	-0.0279310344828	0.00310344827586	0.0186206896552	4.18965517241	9.9	0.423	2.54482758621	7.07586206897	0.36	1.64482758621	2.82413793103	0.582	0.552	1.55172413793	1.95517241379	0.794	1.39655172414	4.56206896552	5.95862068966	1.52068965517	0.620689655172	0.465517241379	1.24137931034	3.63103448276	12.475862069	203.0	108.0	1
11292	14633	23451	2015	Anthony Tolliver	PF	29	TOT	76	1432.0	0.27905027933	0.569	0.738	0.176	3.7	14.5	9.0	6.3	0.9	0.9	10.8	14.7	0.045251396648	0.022625698324	0.0678770949721	0.092	0.0125698324022	-0.0276536312849	-0.0150837988827	0.0125698324022	4.04748603352	9.87988826816	0.41	2.66480446927	7.2905027933	0.366	1.38268156425	2.58938547486	0.534	0.545	1.35754189944	1.73463687151	0.783	1.28212290503	4.65083798883	5.93296089385	1.48324022346	0.603351955307	0.402234636872	1.28212290503	3.44413407821	12.1173184358	203.0	108.0	1
11291	14632	23448	2015	Marcus Thornton	SG	27	TOT	48	721.0	0.748959778086	0.514	0.414	0.162	3.4	9.7	6.5	8.2	1.9	0.8	6.8	24.1	0.0299583911234	0.0349514563107	0.0599167822469	0.083	0.00499306518724	-0.119833564494	-0.119833564494	-0.00499306518724	6.99029126214	17.226074896	0.406	2.69625520111	7.14008321775	0.378	4.29403606103	10.0859916782	0.426	0.484	2.29680998613	2.79611650485	0.821	1.14840499307	3.14563106796	4.29403606103	1.79750346741	1.34812760055	0.349514563107	1.34812760055	1.89736477115	18.9736477115	193.0	92.0	1
11287	14628	23444	2015	Hollis Thompson	SG	23	PHI	71	1776.0	0.220945945946	0.538	0.529	0.164	3.1	9.3	6.0	8.4	1.6	1.2	10.2	15.9	0.0263513513514	0.0263513513514	0.0527027027027	0.07	-0.0222972972973	-0.0182432432432	-0.0425675675676	0.0	4.54054054054	11.0067567568	0.413	2.33108108108	5.81756756757	0.401	2.20945945946	5.18918918919	0.426	0.518	1.27702702703	1.80405405405	0.708	1.07432432432	2.93918918919	4.01351351351	1.72297297297	1.15540540541	0.527027027027	1.33783783784	2.85810810811	12.6891891892	203.0	93.0	1
11299	14640	23462	2015	Greivis Vasquez	PG	28	TOR	82	1991.0	0.227825213461	0.514	0.484	0.091	1.3	11.2	6.3	23.9	1.2	0.4	13.6	19.8	0.0343545956806	0.0162732295329	0.0506278252135	0.066	0.0180813661477	-0.0379708689101	-0.0198895027624	0.00723254645907	5.35208437971	13.1089904571	0.408	2.40482169764	6.34655951783	0.379	2.94726268207	6.76243093923	0.436	0.5	0.904068307383	1.19337016575	0.758	0.397790055249	3.50778503265	3.9055750879	5.46057257659	0.831742842793	0.180813661477	2.15168257157	3.20040180814	14.0130587644	198.0	98.0	1
11404	14745	23632	2016	Seth Curry	PG	25	SAC	44	692.0	0.717919075145	0.603	0.496	0.241	1.4	7.9	4.7	14.2	1.5	0.4	12.7	17.4	0.0624277456647	0.0104046242775	0.0728323699422	0.097	0.0468208092486	-0.124855491329	-0.0780346820809	0.00520231213873	5.3063583815	11.6531791908	0.455	2.60115606936	5.77456647399	0.45	2.70520231214	5.87861271676	0.46	0.567	2.34104046243	2.80924855491	0.833	0.468208092486	2.65317919075	3.12138728324	3.48554913295	1.14450867052	0.156069364162	1.87283236994	2.13294797688	15.5549132948	188.0	83.0	1
11406	14747	23634	2016	Troy Daniels	SG	24	CHO	43	476.0	1.1268907563	0.634	0.652	0.048	1.6	11.6	6.5	7.6	1.2	0.5	11.2	20.4	0.0453781512605	0.0302521008403	0.0831932773109	0.11	0.121008403361	-0.204201680672	-0.0831932773109	0.00756302521008	6.73109243697	14.1428571429	0.476	4.46218487395	9.2268907563	0.484	2.26890756303	4.91596638655	0.462	0.634	0.378151260504	0.680672268908	0.556	0.529411764706	3.78151260504	4.31092436975	1.58823529412	0.831932773109	0.226890756303	1.81512605042	3.02521008403	18.3025210084	193.0	92.0	1
11636	14978	24025	2016	Garrett Temple	SF	29	WAS	80	1951.0	0.171604305484	0.52	0.511	0.248	2.0	10.3	6.1	10.0	1.7	0.7	10.3	14.0	0.0184520758585	0.0313685289595	0.049820604818	0.066	-0.0184520758585	0.00184520758585	-0.0184520758585	0.00922603792927	3.70886724757	9.31829830856	0.398	1.64223475141	4.7606355715	0.345	2.06663249616	4.55766273706	0.453	0.486	1.67913890313	2.30650948232	0.728	0.664274730907	3.2475653511	3.91184008201	2.58329062019	1.27319323424	0.332137365454	1.18093285495	3.59815479241	10.7391081497	198.0	88.0	1
11513	14855	23824	2016	Jeremy Lamb	SG	23	CHO	66	1227.0	0.466503667482	0.529	0.355	0.173	3.9	18.7	11.2	10.9	1.7	2.0	8.4	22.0	0.0293398533007	0.0528117359413	0.079217603912	0.107	-0.0176039119804	0.00293398533007	-0.0146699266504	0.0117359413203	6.74816625917	14.9633251834	0.451	1.64303178484	5.31051344743	0.309	5.10513447433	9.65281173594	0.529	0.506	1.87775061125	2.58190709046	0.727	1.29095354523	6.10268948655	7.39364303178	2.25916870416	1.23227383863	0.880195599022	1.46699266504	3.08068459658	17.0171149144	196.0	83.0	1
11511	14853	23822	2016	Kyle Korver	SG	34	ATL	80	2401.0	0.14543940025	0.578	0.644	0.088	0.7	10.9	5.9	9.9	1.2	1.1	13.3	13.7	0.0179925031237	0.0434818825489	0.0614743856726	0.081	-0.0104956268222	0.00749687630154	-0.00299875052062	0.0164931278634	4.01832569763	9.2361516035	0.435	2.36901291129	5.95251978342	0.398	1.64931278634	3.28363182007	0.502	0.563	0.674718867139	0.809662640566	0.833	0.209912536443	3.68846314036	3.8983756768	2.45897542691	0.899625156185	0.524781341108	1.4693877551	2.4139941691	11.0803831737	201.0	96.0	1
11508	14850	23812	2016	Frank Kaminsky	C	22	CHO	81	1708.0	0.263466042155	0.513	0.385	0.282	4.4	17.2	10.7	9.0	1.1	2.0	8.9	17.1	0.0252927400468	0.044262295082	0.0695550351288	0.093	-0.0337236533958	0.00843091334895	-0.0252927400468	0.00632318501171	4.53161592506	11.0655737705	0.41	1.43325526932	4.25761124122	0.337	3.09836065574	6.80796252927	0.455	0.474	2.27634660422	3.11943793911	0.73	1.45433255269	5.60655737705	7.06088992974	2.06557377049	0.80093676815	0.906323185012	1.2224824356	2.65573770492	12.7728337237	213.0	109.0	1
11504	14846	23806	2016	James Jones	SF	35	CLE	48	463.0	0.901943844492	0.58	0.732	0.183	2.0	10.2	6.1	4.5	1.2	1.8	7.8	16.2	0.0544276457883	0.0388768898488	0.0933045356371	0.12	0.0233261339093	-0.101079913607	-0.0777537796976	0.00777537796976	4.50971922246	11.0410367171	0.408	3.1879049676	8.08639308855	0.394	1.32181425486	2.95464362851	0.447	0.553	1.63282937365	2.02159827214	0.808	0.622030237581	3.2656587473	3.88768898488	1.08855291577	0.855291576674	0.777537796976	1.01079913607	3.88768898488	13.8401727862	190.0	81.0	1
11595	14937	23961	2016	J.J. Redick	SG	31	LAC	75	2097.0	0.300429184549	0.632	0.478	0.233	0.5	6.6	3.6	8.6	1.0	0.2	7.4	22.6	0.0909871244635	0.0240343347639	0.115021459227	0.154	0.0600858369099	-0.0463519313305	0.0137339055794	0.0257510729614	7.24463519313	15.1072961373	0.48	3.43347639485	7.22746781116	0.475	3.81115879828	7.87982832618	0.484	0.593	3.12446351931	3.51931330472	0.888	0.171673819742	2.21459227468	2.38626609442	1.81974248927	0.721030042918	0.0858369098712	1.33905579399	2.31759656652	21.0472103004	188.0	86.0	1
11502	14844	23803	2016	Wesley Johnson	SF	28	LAC	80	1666.0	0.237695078031	0.513	0.6	0.089	2.5	13.6	8.1	4.4	2.7	2.6	9.2	16.0	0.0	0.0583433373349	0.0561824729892	0.076	-0.0280912364946	0.0388955582233	0.0108043217287	0.0216086434574	4.49459783914	11.1284513806	0.404	2.22569027611	6.67707082833	0.333	2.26890756303	4.45138055222	0.51	0.504	0.648259303721	0.99399759904	0.652	0.799519807923	4.55942376951	5.35894357743	1.05882352941	1.92316926771	1.21008403361	1.1668667467	3.73829531813	11.8631452581	201.0	97.0	1
11589	14931	23952	2016	Norman Powell	SG	22	TOR	49	725.0	0.660413793103	0.541	0.389	0.231	2.6	14.8	8.8	10.4	2.1	1.1	11.3	17.8	0.0347586206897	0.039724137931	0.0794482758621	0.105	-0.0148965517241	-0.00496551724138	-0.0198620689655	0.0148965517241	4.81655172414	11.3710344828	0.424	1.7875862069	4.41931034483	0.404	3.02896551724	6.95172413793	0.436	0.502	2.13517241379	2.63172413793	0.811	0.794482758621	4.71724137931	5.51172413793	2.33379310345	1.44	0.496551724138	1.58896551724	2.92965517241	13.555862069	193.0	97.0	1
11499	14841	23795	2016	Joe Johnson	SF	34	TOT	81	2703.0	0.159822419534	0.538	0.364	0.165	2.0	10.2	6.1	18.0	1.1	0.1	14.7	17.9	0.0253052164262	0.0106548279689	0.0359600443951	0.048	0.00399556048835	-0.0213096559378	-0.0173140954495	0.00532741398446	5.02108768036	11.4406215316	0.439	1.59822419534	4.16870144284	0.383	3.42286348502	7.27192008879	0.471	0.509	1.57158712542	1.89123196448	0.831	0.652608213097	3.23640399556	3.88901220866	4.23529411765	0.81243063263	0.0532741398446	2.11764705882	1.94450610433	13.2119866815	201.0	90.0	1
11495	14837	23791	2016	Jonas Jerebko	PF	28	BOS	78	1176.0	0.315306122449	0.531	0.378	0.273	6.8	19.4	13.0	7.4	0.8	1.6	14.0	13.5	0.0275510204082	0.0459183673469	0.0734693877551	0.097	-0.0765306122449	0.0122448979592	-0.0612244897959	0.0	3.61224489796	8.75510204082	0.413	1.31632653061	3.30612244898	0.398	2.29591836735	5.44897959184	0.421	0.488	1.86734693878	2.38775510204	0.782	2.35714285714	6.45918367347	8.81632653061	1.89795918367	0.612244897959	0.734693877551	1.59183673469	4.19387755102	10.4081632653	208.0	104.0	1
11492	14834	23784	2016	Richard Jefferson	SF	35	CLE	74	1326.0	0.26334841629	0.585	0.554	0.279	1.3	9.6	5.5	6.4	1.3	0.9	10.9	13.4	0.0380090497738	0.0352941176471	0.0733031674208	0.099	-0.0135746606335	-0.00814479638009	-0.0217194570136	0.0108597285068	3.88235294118	8.47058823529	0.458	1.79185520362	4.69683257919	0.382	2.09049773756	3.77375565611	0.554	0.564	1.57466063348	2.36199095023	0.667	0.407239819005	3.06787330317	3.47511312217	1.60180995475	0.89592760181	0.380090497738	1.16742081448	3.50226244344	11.1312217195	201.0	105.0	1
11596	14938	23963	2016	Josh Richardson	SG	22	MIA	52	1107.0	0.370731707317	0.569	0.423	0.232	2.2	8.5	5.5	9.7	1.7	1.7	10.5	13.8	0.0422764227642	0.0390243902439	0.0813008130081	0.109	0.00650406504065	0.0130081300813	0.019512195122	0.0227642276423	4.0	8.84552845528	0.452	1.72357723577	3.73983739837	0.461	2.27642276423	5.10569105691	0.446	0.55	1.36585365854	2.0487804878	0.667	0.682926829268	2.79674796748	3.47967479675	2.37398373984	1.17073170732	0.813008130081	1.13821138211	3.47967479675	11.0894308943	198.0	90.0	1
11597	14939	23964	2016	Austin Rivers	SG	23	LAC	67	1464.0	0.272950819672	0.523	0.359	0.225	1.7	7.9	4.8	10.6	1.6	0.5	9.7	19.4	0.0147540983607	0.0319672131148	0.0467213114754	0.063	-0.0295081967213	-0.0245901639344	-0.0540983606557	-0.00245901639344	5.55737704918	12.6885245902	0.438	1.52459016393	4.54918032787	0.335	4.03278688525	8.1393442623	0.495	0.498	1.94262295082	2.85245901639	0.681	0.540983606557	2.65573770492	3.19672131148	2.43442622951	1.18032786885	0.22131147541	1.5	3.36885245902	14.5819672131	193.0	90.0	1
11487	14829	23776	2016	Joe Ingles	SF	28	UTA	81	1241.0	0.298791297341	0.572	0.722	0.062	1.8	12.4	7.1	12.1	2.3	0.3	17.9	13.5	0.0203062046737	0.0464141821112	0.0667203867849	0.089	-0.00870265914585	0.0116035455278	0.00290088638195	0.0203062046737	3.59709911362	8.44157937147	0.426	2.34971796938	6.0918614021	0.386	1.24738114424	2.34971796938	0.531	0.565	0.377115229654	0.522159548751	0.722	0.551168412571	3.82917002417	4.38033843674	2.78485092667	1.59548751007	0.116035455278	1.88557614827	2.84286865431	9.92103142627	203.0	102.0	1
11486	14828	23774	2016	Ersan Ilyasova	PF	28	DET	52	1434.0	0.353974895397	0.53	0.423	0.215	7.3	14.5	10.7	6.1	1.3	1.4	9.6	18.7	0.0451882845188	0.0376569037657	0.0828451882845	0.111	0.0150627615063	0.00251046025105	0.0175732217573	0.0251046025105	5.42259414226	12.7531380753	0.425	1.95815899582	5.39748953975	0.363	3.46443514644	7.35564853556	0.471	0.502	1.98326359833	2.73640167364	0.725	2.48535564854	4.59414225941	7.07949790795	1.38075313808	0.953974895397	0.677824267782	1.48117154812	3.01255230126	14.7866108787	208.0	106.0	1
11498	14840	23794	2016	James Johnson	PF	28	TOR	57	926.0	0.443196544276	0.532	0.275	0.283	3.5	11.9	7.8	11.4	1.6	2.9	16.7	15.9	0.0116630669546	0.0388768898488	0.0505399568035	0.068	-0.066090712743	0.0388768898488	-0.0233261339093	0.0116630669546	4.43196544276	9.33045356371	0.475	0.777537796976	2.56587473002	0.303	3.65442764579	6.76457883369	0.54	0.517	1.5161987041	2.64362850972	0.574	1.08855291577	3.80993520518	4.89848812095	2.60475161987	1.12742980562	1.28293736501	2.09935205184	3.2656587473	11.1576673866	206.0	113.0	1
11485	14827	23773	2016	Ersan Ilyasova	PF	28	TOT	74	1881.0	0.271770334928	0.526	0.392	0.233	8.1	15.6	11.7	5.6	1.4	1.4	8.9	18.6	0.0459330143541	0.0382775119617	0.0842105263158	0.113	0.00765550239234	-0.00574162679426	0.00191387559809	0.0191387559809	5.35885167464	12.6507177033	0.424	1.83732057416	4.95693779904	0.371	3.52153110048	7.69377990431	0.458	0.496	2.12440191388	2.94736842105	0.721	2.75598086124	4.95693779904	7.71291866029	1.28229665072	0.995215311005	0.631578947368	1.35885167464	3.27272727273	14.6794258373	208.0	106.0	1
11519	14861	23832	2016	Courtney Lee	SG	30	TOT	79	2334.0	0.177377892031	0.551	0.34	0.185	1.4	8.7	4.9	9.1	1.9	1.1	9.4	14.7	0.0323907455013	0.0262210796915	0.0601542416452	0.08	-0.00771208226221	-0.00154241645244	-0.00925449871465	0.013881748072	4.47300771208	9.85604113111	0.454	1.264781491	3.3470437018	0.378	3.20822622108	6.50899742931	0.493	0.518	1.52699228792	1.82005141388	0.839	0.447300771208	2.7146529563	3.16195372751	2.09768637532	1.31105398458	0.431876606684	1.11053984576	2.06683804627	11.7377892031	196.0	90.0	1
11524	14866	23840	2016	Meyers Leonard	PF	23	POR	61	1333.0	0.305176294074	0.561	0.524	0.106	4.1	21.4	12.8	10.6	0.3	1.1	14.5	17.4	0.0324081020255	0.0270067516879	0.0594148537134	0.078	-0.013503375844	-0.0270067516879	-0.0405101275319	0.00540135033758	5.26631657914	11.7479369842	0.448	2.32258064516	6.15753938485	0.377	2.94373593398	5.5903975994	0.527	0.547	0.945236309077	1.24231057764	0.761	1.37734433608	7.10277569392	8.48012003001	2.48462115529	0.216054013503	0.486121530383	2.07951987997	4.94223555889	13.8004501125	216.0	111.0	1
11554	14896	23899	2016	Marcus Morris	SF	26	DET	80	2856.0	0.160084033613	0.531	0.315	0.287	3.3	12.4	7.7	11.0	1.2	0.6	11.6	18.4	0.0365546218487	0.031512605042	0.0680672268908	0.091	0.00252100840336	0.0063025210084	0.00882352941176	0.0252100840336	5.16806722689	11.9117647059	0.434	1.36134453782	3.75630252101	0.362	3.80672268908	8.15546218487	0.467	0.491	2.55882352941	3.41596638655	0.749	1.14705882353	3.94537815126	5.09243697479	2.53361344538	0.844537815126	0.289915966387	1.76470588235	2.14285714286	14.256302521	188.0	88.0	1
11553	14895	23897	2016	E'Twaun Moore	SG	26	CHI	59	1263.0	0.324940617577	0.548	0.267	0.09	1.6	9.3	5.5	12.1	1.5	1.0	11.6	15.9	0.0256532066508	0.0285035629454	0.0513064133017	0.07	-0.0313539192399	-0.0199524940618	-0.0513064133017	0.00285035629454	5.33016627078	11.0878859857	0.481	1.33966745843	2.96437054632	0.452	3.99049881235	8.12351543943	0.491	0.541	0.627078384798	0.997624703088	0.629	0.541567695962	3.24940617577	3.79097387173	2.82185273159	1.05463182898	0.513064133017	1.5106888361	2.93586698337	12.6270783848	208.0	102.0	1
11551	14893	23893	2016	Nikola Mirotic	PF	24	CHI	66	1646.0	0.341190765492	0.564	0.568	0.297	3.8	19.1	11.6	9.4	1.8	2.0	12.9	21.1	0.0393681652491	0.0481166464156	0.085297691373	0.115	0.0240583232078	0.00218712029162	0.0262454434994	0.028432563791	5.42405832321	13.3195625759	0.407	2.95261239368	7.56743620899	0.39	2.47144592953	5.75212636695	0.43	0.518	3.19319562576	3.95868772783	0.807	1.26852976914	6.64884568651	7.91737545565	2.18712029162	1.26852976914	1.00607533414	2.23086269745	3.30255164034	16.9939246659	208.0	99.0	1
11549	14891	23890	2016	Patty Mills	PG	27	SAS	81	1662.0	0.316245487365	0.541	0.523	0.095	1.9	8.7	5.4	20.1	1.8	0.3	10.7	19.7	0.0476534296029	0.0563176895307	0.103971119134	0.139	0.0454873646209	-0.0086642599278	0.0368231046931	0.0346570397112	5.63176895307	13.2563176895	0.425	2.6642599278	6.93140794224	0.384	2.96750902527	6.32490974729	0.469	0.525	1.01805054152	1.25631768953	0.81	0.584837545126	2.83754512635	3.42238267148	4.89530685921	1.27797833935	0.129963898917	1.64620938628	2.20938628159	14.9458483755	203.0	111.0	1
11548	14890	23885	2016	C.J. Miles	SF	28	IND	64	1464.0	0.344262295082	0.547	0.61	0.196	1.9	11.1	6.5	7.0	1.8	1.6	9.2	22.8	0.0295081967213	0.0467213114754	0.0762295081967	0.103	0.0245901639344	-0.0295081967213	-0.00491803278689	0.0172131147541	6.36885245902	15.5901639344	0.409	3.49180327869	9.51639344262	0.367	2.87704918033	6.0737704918	0.474	0.521	2.2868852459	3.04918032787	0.75	0.614754098361	3.68852459016	4.30327868852	1.54918032787	1.30327868852	0.713114754098	1.72131147541	3.49180327869	18.5163934426	185.0	79.0	1
11544	14886	23873	2016	Doug McDermott	SF	24	CHI	81	1861.0	0.210854379366	0.561	0.402	0.13	2.1	8.8	5.5	5.0	0.4	0.2	7.2	17.3	0.0406233207953	0.0135411069318	0.054164427727	0.073	-0.00580333154218	-0.054164427727	-0.0599677592692	-0.00967221923697	5.62923159592	12.4578183772	0.452	2.12788823213	5.01020956475	0.425	3.50134336378	7.44760881247	0.47	0.537	1.39279957012	1.62493283181	0.857	0.715744223536	3.05642127888	3.77216550242	1.14132186996	0.270822138635	0.116066630844	1.02525523912	2.45674368619	14.7791509941	203.0	102.0	1
11520	14862	23833	2016	Courtney Lee	SG	30	MEM	51	1489.0	0.282874412357	0.556	0.329	0.22	1.4	7.9	4.5	8.1	1.8	1.0	9.6	15.3	0.0362659503022	0.0193418401612	0.0531900604433	0.072	-0.0048354600403	-0.016924110141	-0.0241773002015	0.00967092008059	4.64204163868	10.1302887844	0.458	1.23304231028	3.3364674278	0.37	3.40899932841	6.79382135662	0.502	0.519	1.83747481531	2.22431161854	0.826	0.459368703828	2.39355271995	2.85292142377	1.83747481531	1.25721961048	0.386836803224	1.18468770987	1.91000671592	12.354600403	196.0	90.0	1
11571	14913	23929	2016	Kelly Olynyk	C	24	BOS	69	1395.0	0.42064516129	0.561	0.378	0.23	5.4	16.2	10.7	11.9	1.8	1.8	10.8	20.9	0.0541935483871	0.0516129032258	0.105806451613	0.141	0.0206451612903	0.0103225806452	0.0309677419355	0.0283870967742	6.52903225806	14.3483870968	0.455	2.1935483871	5.41935483871	0.405	4.33548387097	8.92903225806	0.486	0.531	2.47741935484	3.30322580645	0.75	1.85806451613	5.3935483871	7.25161290323	2.70967741935	1.34193548387	0.851612903226	1.90967741935	4.2064516129	17.7290322581	213.0	107.0	1
11538	14880	23862	2016	Wesley Matthews	SF	29	DAL	78	2644.0	0.148411497731	0.532	0.615	0.171	1.1	8.8	4.9	8.9	1.5	0.5	7.8	17.2	0.0258698940998	0.0245083207262	0.050378214826	0.067	0.0108925869894	-0.00408472012103	0.00680786686838	0.0217851739788	4.50680786687	11.6278366112	0.388	2.57337367625	7.1482602118	0.36	1.93343419062	4.47957639939	0.432	0.498	1.71558245083	1.98789712557	0.863	0.367624810893	2.87291981846	3.24054462935	2.05597579425	1.06202723147	0.231467473525	1.06202723147	2.43721633888	13.3025718608	185.0	77.0	1
11533	14875	23850	2016	Trey Lyles	PF	20	UTA	80	1382.0	0.302170767004	0.517	0.294	0.188	5.0	20.2	12.6	7.1	1.0	1.1	12.1	17.9	0.0156295224313	0.0442836468886	0.0599131693198	0.079	-0.062518089725	-0.0104196816208	-0.0729377713459	-0.00781476121563	4.97539797395	11.3574529667	0.438	1.27641099855	3.33429811867	0.383	3.6989869754	8.02315484805	0.461	0.494	1.48480463097	2.13603473227	0.695	1.53690303907	6.2518089725	7.78871201158	1.53690303907	0.677279305355	0.468885672938	1.69319826339	2.96960926194	12.7120115774	208.0	106.0	1
11576	14918	23935	2016	Chandler Parsons	SF	27	DAL	61	1799.0	0.324180100056	0.589	0.386	0.209	1.8	15.6	8.7	16.0	1.3	1.0	11.8	20.5	0.0520289049472	0.0320177876598	0.0860478043357	0.114	0.0320177876598	0.00600333518621	0.038021122846	0.0360200111173	6.40355753196	13.0272373541	0.492	2.08115619789	5.02279043913	0.414	4.32240133407	8.00444691495	0.54	0.571	1.86103390773	2.72151195108	0.684	0.580322401334	5.12284602557	5.7031684269	3.38187882157	0.92051139522	0.420233463035	1.9010561423	2.28126737076	16.7493051695	208.0	104.0	1
11577	14919	23937	2016	Patrick Patterson	PF	26	TOR	79	2020.0	0.188910891089	0.534	0.594	0.069	4.4	14.8	9.7	7.1	1.4	1.3	11.3	12.9	0.0285148514851	0.0356435643564	0.0641584158416	0.086	0.00712871287129	0.0106930693069	0.0178217821782	0.0267326732673	3.63564356436	8.78613861386	0.414	1.88910891089	5.22178217822	0.362	1.74653465347	3.56435643564	0.49	0.521	0.516831683168	0.605940594059	0.853	1.37227722772	4.72277227723	6.09504950495	1.67524752475	0.944554455446	0.570297029703	1.15841584158	2.28118811881	9.67722772277	206.0	104.0	1
