	Unnamed: 0	Unnamed: 0.1	Year	Player	Pos	Age	Tm	G	MP	PER	TS%	3PAr	FTr	ORB%	DRB%	TRB%	AST%	STL%	BLK%	TOV%	USG%	OWS	DWS	WS	WS/48	OBPM	DBPM	BPM	VORP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS	height	weight	cluster_ID
10664	13996	22329	2014	Carlos Boozer	PF	32	CHI	76	2141.0	0.242129845866	0.489	0.002	0.197	7.4	25.9	16.8	10.9	1.3	0.8	12.6	26.3	-0.0151331153667	0.0723026623073	0.0571695469407	0.076	-0.0672582905184	0.0100887435778	-0.0571695469407	-0.0117702008407	7.51611396544	16.478281177	0.456	0.0	0.0336291452592	0.0	7.51611396544	16.4446520318	0.457	0.456	2.48855674918	3.24521251752	0.767	2.30359645026	8.32321345166	10.6268099019	1.98411957029	0.891172349369	0.369920597851	2.58944418496	3.631947688	17.5207846801	206.0	117.0	0
11069	14406	23055	2015	Derrick Favors	PF	23	UTA	74	2280.0	0.344210526316	0.558	0.007	0.362	10.0	20.7	15.4	9.4	1.4	4.3	10.2	23.8	0.0789473684211	0.0521052631579	0.131052631579	0.175	0.0126315789474	0.0268421052632	0.0378947368421	0.0410526315789	7.61052631579	14.4947368421	0.525	0.0157894736842	0.0947368421053	0.167	7.59473684211	14.4	0.527	0.526	3.50526315789	5.24210526316	0.669	3.09473684211	6.48947368421	9.58421052632	1.76842105263	0.947368421053	1.94210526316	1.91052631579	3.31578947368	18.7421052632	208.0	120.0	0
9792	13109	20783	2011	J.J. Hickson	C	22	CLE	80	2256.0	0.248936170213	0.503	0.005	0.392	10.8	25.0	17.7	7.5	1.1	1.8	13.6	25.5	-0.0031914893617	0.0271276595745	0.0239361702128	0.032	-0.0510638297872	-0.0175531914894	-0.0686170212766	-0.0207446808511	6.84574468085	14.9361702128	0.458	0.0	0.0797872340426	0.0	6.84574468085	14.8563829787	0.461	0.458	3.9414893617	5.85638297872	0.673	3.46276595745	7.62765957447	11.0904255319	1.45212765957	0.765957446809	0.86170212766	2.76063829787	3.43085106383	17.6329787234	218.0	122.0	0
9791	13108	20782	2011	Roy Hibbert	C	24	IND	81	2244.0	0.255080213904	0.507	0.004	0.309	9.1	21.0	15.1	12.8	0.7	4.6	15.5	23.6	0.0048128342246	0.0529411764706	0.0577540106952	0.077	-0.0401069518717	0.0368983957219	-0.00320855614973	0.0160427807487	6.57754010695	14.2780748663	0.461	0.0	0.0641711229947	0.0	6.57754010695	14.2139037433	0.463	0.461	3.28877005348	4.41176470588	0.745	2.91978609626	6.86631016043	9.78609625668	2.66310160428	0.529411764706	2.27807486631	2.9679144385	4.10695187166	16.4438502674	218.0	122.0	0
11079	14416	23073	2015	Marc Gasol	C	30	MEM	81	2687.0	0.290733159658	0.558	0.016	0.41	4.9	21.8	13.4	19.7	1.4	4.0	12.2	24.6	0.0736881280238	0.0629698548567	0.136657982881	0.182	0.0174171938965	0.0468924451061	0.0643096390026	0.0616300707108	7.1008559732	14.3624860439	0.494	0.0401935243766	0.227763304801	0.176	7.06066244883	14.1347227391	0.5	0.496	4.68924451061	5.89505024191	0.795	1.54075176777	6.89988835132	8.44064011909	4.11313732787	0.937848902121	1.75511723111	2.35802009676	2.78675102345	18.9311499814	216.0	115.0	0
11080	14417	23074	2015	Pau Gasol	PF	34	CHI	78	2681.0	0.304811637449	0.55	0.023	0.317	9.2	27.6	18.6	14.4	0.5	4.0	10.7	24.7	0.0805669526296	0.0590824319284	0.139649384558	0.187	0.00939947780679	0.0281984334204	0.0375979112272	0.0429690414025	7.65386049981	15.4822827303	0.494	0.161133905259	0.349123461395	0.462	7.49272659455	15.1331592689	0.495	0.5	3.94778067885	4.91458411041	0.803	2.95412159642	9.38604998135	12.3401715778	2.81984334204	0.335695635957	1.97389033943	2.12159641925	1.97389033943	19.4166355837	213.0	113.0	0
11083	14420	23080	2015	Taj Gibson	PF	29	CHI	62	1692.0	0.342553191489	0.545	0.0	0.364	10.7	14.6	12.7	6.9	1.1	3.2	11.6	17.6	0.0574468085106	0.0446808510638	0.102127659574	0.137	-0.0127659574468	0.0234042553191	0.0127659574468	0.0234042553191	5.40425531915	10.7659574468	0.502	0.0	0.0	0.0	5.40425531915	10.7659574468	0.502	0.502	2.8085106383	3.91489361702	0.717	3.44680851064	4.97872340426	8.42553191489	1.51063829787	0.765957446809	1.59574468085	1.63829787234	3.44680851064	13.6170212766	206.0	102.0	0
11116	14453	23128	2015	Roy Hibbert	C	28	IND	76	1926.0	0.28785046729	0.501	0.003	0.287	9.0	21.9	15.5	7.4	0.5	5.1	11.8	21.3	0.018691588785	0.0598130841121	0.0785046728972	0.105	-0.0579439252336	0.0392523364486	-0.018691588785	0.00934579439252	5.92523364486	13.2710280374	0.446	0.0	0.0373831775701	0.0	5.92523364486	13.2336448598	0.448	0.446	3.14018691589	3.81308411215	0.824	2.91588785047	7.17757009346	10.0934579439	1.57009345794	0.336448598131	2.33644859813	2.0	4.03738317757	14.9906542056	218.0	122.0	0
11118	14455	23130	2015	Nene Hilario	PF	32	WAS	67	1693.0	0.304075605434	0.534	0.008	0.336	5.7	17.0	11.5	12.0	2.0	1.0	15.2	21.8	0.010632014176	0.0531600708801	0.0637920850561	0.086	-0.0404016538689	0.0276432368576	-0.0127584170112	0.0127584170112	6.52805670408	12.7796810396	0.511	0.021264028352	0.10632014176	0.2	6.50679267572	12.6733608978	0.513	0.512	2.59421145895	4.29533372711	0.604	1.78617838157	5.54991139988	7.33608978145	2.6154754873	1.40342587123	0.467808623745	2.63673951565	3.82752510337	15.6715888955	211.0	113.0	0
9778	13095	20762	2011	Tyler Hansbrough	PF	25	IND	70	1535.0	0.384625407166	0.529	0.003	0.413	10.6	15.9	13.2	4.7	1.2	0.7	9.5	23.1	0.0515960912052	0.0375244299674	0.0891205211726	0.118	-0.0351791530945	-0.0445602605863	-0.0773941368078	-0.0117263843648	6.68403908795	14.3765472313	0.465	0.0	0.0469055374593	0.0	6.68403908795	14.3296416938	0.466	0.465	4.62019543974	5.9335504886	0.779	3.4006514658	5.18306188925	8.58371335505	0.961563517915	0.867752442997	0.351791530945	1.78241042345	3.75244299674	17.9882736156	206.0	113.0	0
11120	14457	23132	2015	Jordan Hill	C	27	LAL	70	1874.0	0.311205976521	0.494	0.014	0.216	9.9	23.4	16.4	9.5	0.9	2.3	11.1	22.7	0.0211312700107	0.0211312700107	0.0422625400213	0.055	-0.0384204909285	-0.0115261472785	-0.049946638207	-0.00576307363927	6.85805763074	14.9263607257	0.459	0.0576307363927	0.211312700107	0.273	6.80042689434	14.7150480256	0.462	0.461	2.38207043757	3.22732123799	0.738	3.34258271078	7.33831376734	10.6808964781	1.97865528282	0.653148345784	0.998932764141	2.03628601921	3.15048025614	16.1558164354	208.0	106.0	0
9776	13093	20759	2011	Blake Griffin	PF	21	LAC	82	3112.0	0.253341902314	0.549	0.017	0.505	10.2	26.9	18.6	18.7	1.0	1.1	11.7	27.3	0.0751928020566	0.0393316195373	0.113367609254	0.152	0.0254498714653	0.010411311054	0.0370179948586	0.0462724935733	8.05141388175	15.9177377892	0.506	0.0809768637532	0.27763496144	0.292	7.97043701799	15.6401028278	0.51	0.508	5.15938303342	8.03984575835	0.642	3.1233933162	8.31748071979	11.440874036	3.60925449871	0.728791773779	0.520565552699	2.57969151671	2.91516709512	21.3431876607	208.0	113.0	0
11126	14463	23139	2015	Al Horford	C	28	ATL	76	2318.0	0.332355478861	0.563	0.037	0.146	6.7	19.8	13.4	18.6	1.5	3.5	8.9	22.2	0.0792062122519	0.055910267472	0.135116479724	0.179	0.0201898188093	0.0388265746333	0.0590163934426	0.0528041415013	8.06039689387	14.9870578085	0.538	0.170836928387	0.55910267472	0.306	7.88955996549	14.4279551337	0.547	0.544	1.66177739431	2.18981880932	0.759	2.03451251079	6.41415012942	8.44866264021	3.78947368421	1.05608283003	1.52200172563	1.55306298533	1.87920621225	17.9534081104	208.0	111.0	0
11129	14466	23143	2015	Kris Humphries	PF	29	WAS	64	1345.0	0.41219330855	0.512	0.016	0.262	10.1	24.4	17.4	6.7	1.3	1.5	8.5	18.3	0.0428252788104	0.0562081784387	0.101710037175	0.134	-0.053531598513	0.0187360594796	-0.0347955390335	0.0053531598513	5.64758364312	11.9375464684	0.473	0.0	0.187360594796	0.0	5.64758364312	11.7501858736	0.481	0.473	2.32862453532	3.13159851301	0.744	3.15836431227	7.97620817844	11.1345724907	1.52565055762	0.910037174721	0.669144981413	1.2312267658	3.47955390335	13.6237918216	206.0	106.0	0
11068	14405	23053	2015	Kenneth Faried	PF	25	DEN	75	2086.0	0.317545541707	0.548	0.011	0.391	12.1	22.9	17.3	7.1	1.5	2.1	12.0	20.3	0.0604026845638	0.0362416107383	0.096644295302	0.13	-0.00345158197507	0.0155321188878	0.0138063279003	0.0241610738255	6.43720038351	12.7018216683	0.507	0.0172579098754	0.138063279003	0.125	6.41994247363	12.5637583893	0.511	0.507	3.4343240652	4.9702780441	0.691	4.17641418984	7.3518696069	11.5282837967	1.53595397891	1.06999041227	0.983700862895	2.03643336529	3.6414189837	16.3259827421	203.0	103.0	0
11130	14467	23144	2015	Serge Ibaka	PF	25	OKC	64	2116.0	0.282419659735	0.549	0.261	0.14	7.0	18.1	12.6	4.2	0.7	5.8	10.4	18.9	0.0493383742911	0.0459357277883	0.0952741020794	0.127	-0.00850661625709	0.0221172022684	0.0136105860113	0.0255198487713	6.3629489603	13.3724007561	0.476	1.31001890359	3.48771266541	0.376	5.05293005671	9.88468809074	0.511	0.525	1.5652173913	1.87145557656	0.836	2.29678638941	6.19281663516	8.48960302457	0.93572778828	0.510396975425	2.6370510397	1.65028355388	3.30056710775	15.6011342155	208.0	106.0	0
11132	14469	23146	2015	Ersan Ilyasova	PF	27	MIL	58	1319.0	0.458529188779	0.554	0.341	0.192	7.0	17.0	12.0	7.4	1.4	1.2	6.9	22.1	0.0627748294162	0.0463987869598	0.109173616376	0.146	0.0327520849128	-0.0382107657316	-0.0054586808188	0.0163760424564	7.17816527672	15.2024260804	0.472	2.01971190296	5.18574677786	0.389	5.15845337377	10.0166793025	0.515	0.539	1.88324488249	2.92039423806	0.645	2.18347232752	5.37680060652	7.56027293404	1.52843062926	0.982562547384	0.518574677786	1.22820318423	4.06671721001	18.2592873389	208.0	106.0	0
11139	14476	23155	2015	Al Jefferson	C	30	CHO	65	1992.0	0.356024096386	0.5	0.005	0.163	5.3	25.5	15.1	11.6	1.2	3.3	5.9	26.3	0.0234939759036	0.0614457831325	0.0849397590361	0.113	-0.0234939759036	0.0289156626506	0.00361445783133	0.0198795180723	8.78313253012	18.2530120482	0.481	0.0361445783133	0.0903614457831	0.4	8.74698795181	18.1626506024	0.482	0.482	1.95180722892	2.98192771084	0.655	1.78915662651	8.11445783133	9.90361445783	2.0421686747	0.849397590361	1.51807228916	1.22891566265	2.51204819277	19.5542168675	208.0	131.0	0
9758	13074	20731	2011	Pau Gasol	C	30	LAL	82	3037.0	0.276193612117	0.589	0.003	0.384	10.3	20.5	15.6	15.1	0.8	3.3	9.8	21.8	0.118538030952	0.0557128745473	0.174250905499	0.232	0.0355614092855	0.0260783668094	0.0628251564043	0.0663812973329	7.02930523543	13.2762594666	0.529	0.0118538030952	0.0355614092855	0.333	7.01745143233	13.2406980573	0.53	0.53	4.19624629569	5.09713533092	0.823	3.1768192295	6.73296015805	9.90977938755	3.23608824498	0.568982548568	1.54099440237	1.68324003951	2.40632202832	18.2667105696	213.0	113.0	0
9757	13073	20730	2011	Marc Gasol	C	26	MEM	81	2586.0	0.233874709977	0.58	0.01	0.425	7.1	19.4	13.1	11.6	1.5	4.3	15.1	16.9	0.0556844547564	0.0542923433875	0.109976798144	0.146	0.00278422273782	0.0473317865429	0.0501160092807	0.0501160092807	5.06728538283	9.61948955916	0.527	0.0417633410673	0.0974477958237	0.429	5.02552204176	9.52204176334	0.528	0.529	3.0626450116	4.09280742459	0.748	2.14385150812	5.77726218097	7.9211136891	2.78422273782	1.03016241299	1.89327146172	2.03248259861	3.68909512761	13.2389791183	216.0	115.0	0
9756	13072	20729	2011	Kevin Garnett	PF	34	BOS	71	2220.0	0.334054054054	0.575	0.006	0.264	4.9	28.7	17.5	13.5	2.3	2.0	11.1	22.3	0.0551351351351	0.0908108108108	0.145945945946	0.194	0.0	0.0664864864865	0.0648648648649	0.0551351351351	7.03783783784	13.3297297297	0.528	0.0162162162162	0.0810810810811	0.2	7.02162162162	13.2486486486	0.53	0.529	3.03243243243	3.51891891892	0.862	1.34594594595	8.88648648649	10.2324324324	2.77297297297	1.54054054054	0.924324324324	1.86486486486	2.4	17.1243243243	211.0	108.0	0
11153	14490	23183	2015	Chris Kaman	C	32	POR	74	1398.0	0.445493562232	0.537	0.0	0.186	11.6	25.2	18.5	7.8	0.7	2.8	15.4	22.5	0.0283261802575	0.056652360515	0.0849785407725	0.112	-0.0643776824034	0.0283261802575	-0.0360515021459	0.00515021459227	7.28755364807	14.1373390558	0.515	0.0	0.0	0.0	7.28755364807	14.1373390558	0.515	0.515	1.85407725322	2.62660944206	0.706	3.83690987124	8.62660944206	12.4635193133	1.67381974249	0.463519313305	1.39055793991	2.78111587983	3.60515021459	16.4291845494	213.0	120.0	0
11154	14491	23184	2015	Enes Kanter	C	22	TOT	75	2135.0	0.342295081967	0.564	0.048	0.252	14.6	20.5	17.6	4.8	0.9	1.1	12.3	24.7	0.0725058548009	0.0354098360656	0.107915690867	0.145	0.00337236533958	-0.0387822014052	-0.0354098360656	-0.00168618266979	8.12740046838	15.6477751756	0.519	0.269789227166	0.758782201405	0.356	7.85761124122	14.8889929742	0.528	0.528	3.08571428571	3.94566744731	0.782	4.67072599532	6.64355971897	11.3142857143	0.927400468384	0.607025761124	0.488992974239	2.44496487119	3.1868852459	19.6103044496	211.0	111.0	0
11155	14492	23185	2015	Enes Kanter	C	22	UTA	49	1326.0	0.475113122172	0.535	0.07	0.203	12.9	20.5	16.7	3.8	0.9	1.0	12.8	25.1	0.0380090497738	0.0352941176471	0.0733031674208	0.099	-0.0407239819005	-0.0705882352941	-0.111312217195	-0.0190045248869	7.76470588235	15.8009049774	0.491	0.352941176471	1.11312217195	0.317	7.41176470588	14.6877828054	0.505	0.503	2.52488687783	3.2036199095	0.788	3.99095022624	6.43438914027	10.4253393665	0.705882352941	0.62443438914	0.434389140271	2.52488687783	3.09502262443	18.407239819	211.0	111.0	0
11157	14494	23189	2015	Michael Kidd-Gilchrist	SF	21	CHO	55	1587.0	0.342533081285	0.519	0.0	0.444	7.4	21.9	14.4	8.2	1.0	1.9	9.9	18.4	0.0362948960302	0.0499054820416	0.0862003780718	0.114	-0.0499054820416	0.0294896030246	-0.0181474480151	0.0113421550095	5.08128544423	10.9338374291	0.465	0.0	0.0	0.0	5.08128544423	10.9338374291	0.465	0.465	3.40264650284	4.85444234405	0.701	2.47258979206	6.9640831758	9.43667296786	1.74669187146	0.680529300567	0.862003780718	1.42911153119	2.60869565217	13.5652173913	201.0	105.0	0
11162	14500	23200	2015	Carl Landry	PF	31	SAC	70	1192.0	0.45	0.578	0.0	0.407	9.8	15.5	12.8	3.6	0.6	1.1	11.0	18.1	0.0694630872483	0.0151006711409	0.0845637583893	0.112	-0.0302013422819	-0.0785234899329	-0.108724832215	-0.0151006711409	5.73825503356	11.144295302	0.515	0.0	0.0	0.0	5.73825503356	11.144295302	0.515	0.515	3.71476510067	4.53020134228	0.82	2.98993288591	5.10402684564	8.09395973154	0.785234899329	0.453020134228	0.513422818792	1.63087248322	3.98657718121	15.1912751678	206.0	112.0	0
11167	14505	23209	2015	David Lee	PF	31	GSW	49	904.0	0.708849557522	0.541	0.006	0.332	10.0	20.3	15.3	13.7	1.7	2.1	12.0	19.6	0.0637168141593	0.0637168141593	0.127433628319	0.168	-0.0238938053097	0.0796460176991	0.0557522123894	0.0318584070796	6.37168141593	12.4646017699	0.511	0.0	0.0796460176991	0.0	6.37168141593	12.3849557522	0.514	0.511	2.70796460177	4.14159292035	0.654	3.22566371681	7.00884955752	10.2345132743	3.38495575221	1.23451327434	1.03539823009	1.95132743363	3.30530973451	15.4513274336	201.0	102.0	0
11175	14513	23218	2015	Brook Lopez	C	26	BRK	72	2100.0	0.389142857143	0.558	0.01	0.278	11.5	17.1	14.3	4.5	1.1	4.8	8.6	26.3	0.0805714285714	0.0377142857143	0.12	0.159	0.00857142857143	-0.00514285714286	0.00342857142857	0.0188571428571	8.67428571429	16.92	0.513	0.0171428571429	0.171428571429	0.1	8.65714285714	16.7485714286	0.517	0.513	3.82285714286	4.69714285714	0.814	3.66857142857	5.50285714286	9.17142857143	0.857142857143	0.737142857143	2.16	1.78285714286	3.53142857143	21.1885714286	213.0	124.0	0
11177	14515	23220	2015	Kevin Love	PF	26	CLE	75	2532.0	0.267298578199	0.562	0.412	0.337	6.5	26.3	16.6	10.7	1.0	1.2	10.0	21.7	0.0824644549763	0.0412322274882	0.123696682464	0.165	0.0284360189573	-0.00142180094787	0.0270142180095	0.0355450236967	5.87203791469	13.5355450237	0.434	2.04739336493	5.57345971564	0.367	3.82464454976	7.96208530806	0.48	0.509	3.6682464455	4.56398104265	0.804	2.01895734597	8.37440758294	10.3933649289	2.38862559242	0.725118483412	0.554502369668	1.7345971564	1.99052132701	17.4597156398	208.0	113.0	0
9769	13085	20747	2011	Marcin Gortat	C	26	PHO	55	1636.0	0.41369193154	0.598	0.008	0.335	7.8	28.5	18.1	5.2	0.9	3.2	9.7	18.3	0.0704156479218	0.0418092909535	0.112224938875	0.151	-0.0154034229829	0.0264058679707	0.0110024449878	0.0220048899756	6.46943765281	11.4865525672	0.563	0.0220048899756	0.0880195599022	0.25	6.44743276284	11.3985330073	0.566	0.564	2.81662591687	3.85085574572	0.731	2.42053789731	8.86797066015	11.2885085575	1.1662591687	0.638141809291	1.54034229829	1.40831295844	2.99266503667	15.7775061125	211.0	108.0	0
11199	14537	23264	2015	Paul Millsap	PF	29	ATL	73	2390.0	0.301255230126	0.565	0.232	0.362	6.9	20.0	13.6	15.4	2.8	2.4	13.3	23.8	0.0602510460251	0.064769874477	0.125020920502	0.166	0.02410041841	0.0391631799163	0.0632635983264	0.0557322175732	6.67280334728	14.0083682008	0.476	1.15983263598	3.25355648536	0.356	5.5129707113	10.7548117155	0.513	0.518	3.8410041841	5.07615062762	0.757	2.09372384937	6.49205020921	8.58577405858	3.3589958159	1.95815899582	1.03933054393	2.50041841004	3.02761506276	18.3464435146	203.0	111.0	0
9800	13118	20793	2011	Al Horford	C	24	ATL	77	2704.0	0.275591715976	0.587	0.004	0.204	8.2	23.7	16.0	17.5	1.2	2.3	10.6	19.7	0.0852071005917	0.0492603550296	0.134467455621	0.179	0.0266272189349	0.0319526627219	0.0585798816568	0.0585798816568	6.8298816568	12.2618343195	0.557	0.0266272189349	0.0532544378698	0.5	6.80325443787	12.2085798817	0.557	0.558	1.99704142012	2.50295857988	0.798	2.42307692308	7.13609467456	9.55917159763	3.54142011834	0.78550295858	1.0650887574	1.58431952663	2.56952662722	15.6834319527	208.0	111.0	0
11046	14382	23012	2015	Anthony Davis	PF	21	NOP	68	2455.0	0.451649694501	0.591	0.01	0.384	8.0	24.1	16.1	11.6	2.1	6.2	6.3	27.8	0.14517311609	0.0615885947047	0.205295315682	0.274	0.0615885947047	0.0439918533605	0.104114052953	0.0835845213849	9.41425661914	17.5820773931	0.535	0.0146639511202	0.175967413442	0.083	9.39959266802	17.4061099796	0.54	0.536	5.44032586558	6.7600814664	0.805	2.53686354379	7.66924643585	10.2061099796	2.1849287169	1.46639511202	2.93279022403	1.39307535642	2.06761710794	24.283503055	206.0	97.0	0
10865	14198	22685	2014	Kelly Olynyk	C	22	BOS	70	1400.0	0.390857142857	0.546	0.227	0.243	11.0	18.8	14.8	13.1	1.3	1.5	16.0	21.0	0.0385714285714	0.036	0.0745714285714	0.101	0.00771428571429	0.00514285714286	0.0128571428571	0.0231428571429	6.01714285714	12.9085714286	0.466	1.02857142857	2.93142857143	0.351	4.98857142857	9.97714285714	0.5	0.506	2.54571428571	3.13714285714	0.811	3.6	5.78571428571	9.38571428571	2.80285714286	0.9	0.694285714286	2.72571428571	5.83714285714	15.6085714286	213.0	107.0	0
10873	14206	22699	2014	Nikola Pekovic	C	28	MIN	54	1663.0	0.448105832832	0.582	0.0	0.355	13.1	17.6	15.3	5.2	0.9	1.1	9.4	22.9	0.0930847865304	0.0324714371618	0.12772098617	0.169	0.0303066746843	-0.0259771497294	0.0043295249549	0.0194828622971	8.20444978954	15.1749849669	0.541	0.0	0.0	0.0	8.20444978954	15.1749849669	0.541	0.541	4.02645820806	5.39025856885	0.747	4.45941070355	5.67167769092	10.1310883945	1.08238123873	0.649428743235	0.497895369814	1.81840048106	2.79254359591	20.4353577871	211.0	139.0	0
9879	13199	20933	2011	Lamar Odom	PF	31	LAL	82	2639.0	0.264645699128	0.589	0.199	0.275	7.8	22.2	15.2	15.5	0.9	1.8	12.2	19.7	0.0832133383858	0.0545661235316	0.137779461917	0.184	0.0313755210307	0.0190981432361	0.0504736642668	0.0518378173551	6.45244410762	12.1818870784	0.53	0.927624100038	2.42819249716	0.382	5.52482000758	9.75369458128	0.566	0.568	2.26449412656	3.3558165972	0.675	2.38726790451	7.29821902236	9.68548692687	3.39674118984	0.641151951497	0.832133383858	1.89617279272	2.72830617658	16.0970064418	208.0	99.0	0
10883	14216	22716	2014	Zach Randolph	PF	32	MEM	79	2705.0	0.243548983364	0.51	0.017	0.281	11.6	23.3	17.4	12.7	1.1	0.7	12.0	26.1	0.038595194085	0.0465804066543	0.0851756007394	0.113	0.00133086876155	0.00532347504621	0.00532347504621	0.0226247689464	7.4528650647	15.9438077634	0.467	0.0266173752311	0.266173752311	0.1	7.42624768946	15.6776340111	0.474	0.468	3.32717190388	4.48502772643	0.742	3.52680221811	7.05360443623	10.5804066543	2.66173752311	0.718669131238	0.306099815157	2.43548983364	2.79482439926	18.2595194085	206.0	117.0	0
10894	14228	22738	2014	Luis Scola	PF	33	IND	82	1399.0	0.344817726948	0.505	0.013	0.243	7.2	23.4	15.7	10.4	1.0	0.9	14.8	23.8	-0.0102930664761	0.0720514653324	0.0643316654753	0.084	-0.110650464618	0.0128663330951	-0.0977841315225	-0.0154395997141	6.76769120801	14.4102930665	0.47	0.0257326661901	0.180128663331	0.143	6.74195854182	14.2301644031	0.474	0.471	2.54753395282	3.49964260186	0.728	2.21300929235	7.84846318799	10.0614724803	2.0843459614	0.669049320944	0.411722659042	2.77912794853	4.22015725518	16.108649035	206.0	108.0	0
10908	14242	22768	2014	Marreese Speights	C	26	GSW	79	982.0	0.557230142566	0.507	0.07	0.303	11.4	20.6	16.1	5.3	0.5	2.6	11.6	25.4	0.0219959266802	0.0549898167006	0.0769857433809	0.103	-0.142973523422	-0.0476578411405	-0.190631364562	-0.0293279022403	7.14867617108	16.2036659878	0.441	0.293279022403	1.13645621181	0.258	6.85539714868	15.067209776	0.455	0.45	4.03258655804	4.91242362525	0.821	3.70264765784	6.92871690428	10.6313645621	1.17311608961	0.366598778004	1.24643584521	2.41955193483	5.42566191446	18.6232179226	208.0	115.0	0
10912	14246	22774	2014	Amar'e Stoudemire	C	31	NYK	65	1466.0	0.461664392906	0.596	0.0	0.364	8.7	17.2	12.8	4.2	0.8	2.2	12.3	23.4	0.0712141882674	0.0221009549795	0.0933151432469	0.124	-0.0196452933151	-0.056480218281	-0.0761255115962	-0.00982264665757	7.63710777626	13.7025920873	0.557	0.0	0.0	0.0	7.63710777626	13.7025920873	0.557	0.557	3.68349249659	4.98499317872	0.739	2.75034106412	5.10777626194	7.85811732606	0.834924965894	0.56480218281	0.908594815825	2.2346521146	3.90450204638	18.9577080491	208.0	111.0	0
9866	13186	20902	2011	Paul Millsap	PF	25	UTA	76	2605.0	0.273627639155	0.578	0.023	0.342	7.5	19.4	13.4	12.6	2.1	2.2	11.3	22.6	0.0718618042226	0.0345489443378	0.10641074856	0.143	0.0221113243762	0.00967370441459	0.0331669865643	0.0400767754319	7.25527831094	13.6537428023	0.531	0.124376199616	0.317850287908	0.391	7.13090211132	13.3358925144	0.535	0.536	3.53781190019	4.67101727447	0.757	2.26641074856	5.73512476008	8.00153550864	2.58426103647	1.42341650672	0.953550863724	2.00383877159	3.75892514395	18.1727447217	203.0	111.0	0
10914	14248	22776	2014	Jared Sullinger	PF	21	BOS	74	2041.0	0.289269965703	0.497	0.231	0.226	13.0	20.6	16.7	10.1	0.9	1.8	10.7	24.1	0.0335129838315	0.0352768250857	0.0687898089172	0.091	0.00529152376286	-0.0105830475257	-0.00529152376286	0.0158745712886	6.77315041646	15.856932876	0.427	0.987751102401	3.66878980892	0.269	5.78539931406	12.1881430671	0.475	0.458	2.78686918177	3.5805977462	0.778	4.25085742283	6.34982851543	10.6006859383	2.08133268006	0.617344439	0.864282214601	2.0989710926	4.42724154826	17.3209211171	206.0	117.0	0
10922	14256	22798	2014	Tristan Thompson	PF	22	CLE	82	2594.0	0.206784888204	0.528	0.001	0.445	11.4	21.5	16.3	4.5	0.8	1.1	10.6	17.5	0.0471858134156	0.0319198149576	0.0791056283732	0.106	-0.0208172706245	-0.00693909020817	-0.0277563608327	0.0	5.03777949113	10.5612952968	0.477	0.0	0.0138781804163	0.0	5.03777949113	10.5474171164	0.478	0.477	3.26137239784	4.70470316114	0.693	3.733230532	6.73091750193	10.4641480339	0.999228989977	0.582883577487	0.485736314572	1.49884348497	2.60909791827	13.3369313801	206.0	107.0	0
10935	14270	22827	2014	Nikola Vucevic	C	23	ORL	57	1812.0	0.373509933775	0.536	0.0	0.197	11.5	27.6	19.5	10.2	1.7	2.0	12.9	21.8	0.035761589404	0.0516556291391	0.087417218543	0.116	-0.0198675496689	0.0298013245033	0.00993377483444	0.0238410596026	7.01324503311	13.8278145695	0.507	0.0	0.0	0.0	7.01324503311	13.8278145695	0.507	0.507	2.08609271523	2.72185430464	0.766	3.67549668874	8.76158940397	12.4370860927	2.06622516556	1.19205298013	0.933774834437	2.22516556291	3.35761589404	16.1125827815	213.0	117.0	0
10943	14278	22839	2014	David West	PF	33	IND	80	2472.0	0.254854368932	0.533	0.016	0.267	5.7	18.3	12.3	16.1	1.3	2.3	11.2	21.9	0.045145631068	0.0728155339806	0.117961165049	0.157	-0.00873786407767	0.0393203883495	0.0291262135922	0.0364077669903	6.66990291262	13.6747572816	0.488	0.0582524271845	0.218446601942	0.267	6.61165048544	13.4563106796	0.491	0.49	2.88349514563	3.65533980583	0.789	1.74757281553	6.14563106796	7.8932038835	3.24757281553	0.888349514563	1.07766990291	1.93689320388	2.70873786408	16.2815533981	206.0	113.0	0
10967	14303	22875	2015	LaMarcus Aldridge	PF	29	POR	71	2512.0	0.326751592357	0.528	0.074	0.256	7.7	22.9	15.5	9.2	1.0	1.9	7.2	30.2	0.0702229299363	0.053025477707	0.123248407643	0.165	0.00429936305732	0.0	0.00429936305732	0.0200636942675	9.44426751592	20.2786624204	0.466	0.53025477707	1.50477707006	0.352	8.91401273885	18.7738853503	0.475	0.479	4.38535031847	5.18789808917	0.845	2.53662420382	7.8678343949	10.4044585987	1.77707006369	0.687898089172	0.974522292994	1.74840764331	1.79140127389	23.8041401274	211.0	117.0	0
